country,region,region_regime,regime_binary,predictor,outcome,outcome_label,slope,se,p_value,sig,formatted_slope,model_n
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.11233747681045081,0.032936583151554885,0.0006730360223802398,***,-0.11***,1037
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.31180986266177513,0.0315780102207854,4.978116951517811e-22,***,0.31***,1032
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.4956353955981512,0.0526866678467644,3.483659902655946e-20,***,0.50***,989
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.1440650557674683,0.03197204029772483,7.145696644347021e-06,***,-0.14***,1435
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.11447395279951422,0.026177635002910378,1.3144111441638447e-05,***,-0.11***,1436
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.08827431514341022,0.029874900164294598,0.0031801378359197744,**,-0.09**,1430
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.1745948841966527,0.04394368954604817,7.469529716264359e-05,***,-0.17***,1349
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.08136109694755689,0.02346928573400478,0.000542453577911795,***,-0.08***,1439
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.24124682281021848,0.025884593282031756,4.2390504819113723e-20,***,-0.24***,1440
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.07440544606815536,0.02734659826350264,0.006591217220849087,**,0.07**,1428
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.05394775321366296,0.04062951773232425,0.18446007843729084,,0.05,1416
Sweden,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.11427605462442703,0.028281983759932697,5.61957996205981e-05,***,-0.11***,1414
Sweden,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.006254415168063687,0.023660393710603342,0.7915557304730564,,0.01,1415
Sweden,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.0759802877866802,0.02531108511701891,0.002730793421437559,**,0.08**,1409
Sweden,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.1474830964835414,0.03854076528996752,0.00013594500475849958,***,-0.15***,1329
Sweden,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.1461355414412786,0.020597274523833087,2.0415635069402994e-12,***,-0.15***,1418
Sweden,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.20161716608383085,0.023455520997586087,2.1584028026255254e-17,***,-0.20***,1419
Sweden,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.31460212809327537,0.021725862269433727,2.168148211475732e-44,***,0.31***,1408
Sweden,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.77068020728065,0.02571720966028568,8.686497579583027e-153,***,0.77***,1403
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.017935059641173368,0.053628302031884616,0.7381421459769922,,-0.02,793
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.029409180992708173,0.04615350923764203,0.5241782750978758,,0.03,790
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.0998915959473301,0.04918523013069489,0.042598100102171084,*,-0.10*,793
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.1520549558806188,0.05648452490030654,0.007260135001045303,**,0.15**,762
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.018727094104919573,0.03228769246303294,0.5620753520468362,,-0.02,795
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.13858117441197138,0.04268070198610147,0.0012158497126470926,**,-0.14**,795
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.15265225877394784,0.04075220530146883,0.0001928942123586195,***,0.15***,793
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.01419210692294115,0.06268529350109713,0.8209490241926504,,-0.01,769
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.05672313633133008,0.033912020337145576,0.09479712209312995,,-0.06,784
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,-0.02143375714579321,0.034048607872378546,0.5292044857510549,,-0.02,780
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.19640760154082315,0.029244477208321518,3.603177552280243e-11,***,0.20***,784
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.017660909681567638,0.03844754837274943,0.646115781963161,,0.02,754
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.0963108522453533,0.02359263867134522,4.920168032381687e-05,***,-0.10***,786
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.15678840391809512,0.02934787490464927,1.2046227266596276e-07,***,-0.16***,786
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.1776443873673541,0.024352550006842992,7.378114558099999e-13,***,0.18***,785
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5919615032600825,0.02841285664514556,1.3728970226522524e-76,***,0.59***,765
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.020659718918002667,0.046483206009384354,0.6568209497183594,,-0.02,899
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.18550914310363176,0.04443245741951912,3.270577582053485e-05,***,0.19***,899
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.0010239735877828338,0.04359365483048073,0.9812654195055663,,0.00,899
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.1778165914319736,0.052332356743023445,0.000709487127165342,***,0.18***,892
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.05840472938190899,0.030905616026672775,0.05911143078125608,,-0.06,899
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.19989421345187175,0.033602691875353606,3.875758578707133e-09,***,-0.20***,899
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.18910448180232287,0.040963005531675985,4.475238254269288e-06,***,0.19***,899
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.1475009028899219,0.06420253965478813,0.021826514058698582,*,0.15*,892
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.045263748087842615,0.0328294845334816,0.1683158186347617,,0.05,900
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.1573914221675663,0.031155165429017823,5.304726799155027e-07,***,0.16***,900
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.2014894404972738,0.036297788619050246,3.7440576215843644e-08,***,0.20***,900
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.08165783942323035,0.03947367174267155,0.03886670984063252,*,0.08*,893
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.02656144167649721,0.02678452178205707,0.32162621567234567,,0.03,900
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.10431157361627363,0.029842421626541292,0.0004965982405173334,***,-0.10***,900
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.343827057494944,0.023190435375145934,1.2547861013579235e-44,***,0.34***,900
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6701187695876762,0.03308111765870639,2.7644709603157465e-75,***,0.67***,893
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.1858751763330062,0.03712507879933571,6.459729090826381e-07,***,0.19***,1088
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.2772801937217988,0.038445266862569646,1.0323711599037897e-12,***,0.28***,1087
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.10572654426459849,0.04154892691381916,0.011080855417602075,*,0.11*,1062
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.19491363662649341,0.036451801688670835,1.0977955115695644e-07,***,0.19***,1048
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.03591642241634041,0.020868671374605328,0.08552497222412614,,0.04,1085
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.05004365943654854,0.021489615873500706,0.020058710474363573,*,-0.05*,1075
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.056602373800007655,0.03041060598797182,0.06297747736391998,,0.06,1086
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.0384426209701072,0.049368801345059644,0.43633861971116494,,-0.04,1078
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.11101602776854635,0.02810096682904862,8.312232761837043e-05,***,0.11***,1063
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,0.08867301908741076,0.030489559744305603,0.0037099871917641255,**,0.09**,1062
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.05566415578014583,0.029646087729694817,0.06071524900991544,,0.06,1036
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.1258784082046711,0.028242198818452222,9.226803038671712e-06,***,-0.13***,1026
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.014865338702939823,0.016488962768743436,0.36751132205977305,,0.01,1059
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.06269163659690324,0.018085372315689466,0.000548889732532736,***,-0.06***,1050
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.1609581921313139,0.02250071537879532,1.5819853409189472e-12,***,0.16***,1059
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.3975337127873644,0.036887368644456756,9.420468370342526e-26,***,0.40***,1051
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.04638521962754538,0.040456661099243944,0.25176605025296644,,0.05,1415
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.09534082953323164,0.0355551446864467,0.0074150547555448055,**,0.10**,1415
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.040942127183210886,0.03716655741884812,0.27083034556869023,,0.04,1414
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.27611549309276384,0.04746707837261757,7.4175124994335615e-09,***,0.28***,1403
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.04024430491942255,0.025772742391108747,0.11862885211245991,,0.04,1415
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.03982976791400539,0.025452480334298828,0.11783845161808514,,-0.04,1415
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.11804057413503344,0.03354641800067937,0.00044743004333000263,***,0.12***,1414
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.11878796967406657,0.0518549842938636,0.022126113435480363,*,0.12*,1392
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.03133667445099375,0.024028071635343408,0.1923893075661825,,0.03,1412
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.15160367168790323,0.020804399542354662,5.260854847346578e-13,***,0.15***,1412
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.2623526630589663,0.020410439239934314,7.842963344062427e-36,***,0.26***,1411
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.11241591813175411,0.027080002463949347,3.507032691965354e-05,***,0.11***,1400
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.06592734847981108,0.01567785512641506,2.774236456629861e-05,***,0.07***,1412
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.041012042076445265,0.015537339270776471,0.00839269148064191,**,-0.04**,1412
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.2518398076575603,0.017830367153904042,1.8678017924989885e-42,***,0.25***,1411
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5655708486505207,0.0264028317385141,3.653380192099221e-88,***,0.57***,1392
United States,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.21499045332879518,0.053459832801238893,6.122218253181471e-05,***,-0.21***,1278
United States,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.06794412272111217,0.044308556682716355,0.12541870938211125,,-0.07,1276
United States,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.14072384659118597,0.045786255835926805,0.002160673855395963,**,-0.14**,1278
United States,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.06310804325182673,0.04824794304958285,0.19113276388766054,,0.06,1173
United States,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.1892404050645382,0.03238378985687845,6.483411665132182e-09,***,-0.19***,1275
United States,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.3264764540567935,0.04637429903269629,3.1358427757181916e-12,***,-0.33***,1278
United States,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.0531180060027836,0.048105287398703955,0.26971488183994835,,0.05,1272
United States,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.04305471030462371,0.07945124600119768,0.5879859005626455,,0.04,1223
United States,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.016786301773349166,0.04865372670813411,0.7301409986445122,,-0.02,1247
United States,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.1824504463710097,0.032602503314744374,2.6950535190063078e-08,***,0.18***,1244
United States,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.16551505673289846,0.03762252320057866,1.1788912822772219e-05,***,0.17***,1246
United States,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.021901511072099034,0.03757925945189335,0.5601372933924589,,-0.02,1148
United States,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.07474403778832439,0.028161479002599396,0.008053196236143718,**,-0.07**,1246
United States,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.15663888390690195,0.03952186973263563,7.81165171740521e-05,***,-0.16***,1248
United States,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.36806912957945315,0.030786174366062825,2.986217844146049e-31,***,0.37***,1241
United States,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6425626969340374,0.03924180784655625,1.5035126792712004e-54,***,0.64***,1207
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.17934251742182994,0.029151557828605457,8.707355406439193e-10,***,0.18***,2885
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.1980196476348226,0.026083796237002195,4.2398237614622524e-14,***,0.20***,2884
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.03428505826874684,0.03207453997208913,0.2851962235769039,,-0.03,2883
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.16641674358534075,0.04611789046624191,0.00031324230749560177,***,-0.17***,2866
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.10026922751204737,0.017540267540524818,1.1989031354750788e-08,***,0.10***,2882
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.07323822298453386,0.028916070857494116,0.01136874447974545,*,0.07*,2882
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.017998929159642074,0.029711249817392666,0.5446986368716653,,-0.02,2882
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.1173546951849671,0.046169467766691015,0.011080003182538585,*,-0.12*,2860
South Africa,Other,Other democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.0168101878599769,0.019579444722214942,0.3906533262049178,,-0.02,2876
South Africa,Other,Other democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.016308930346199624,0.016487166178313382,0.32265388985288684,,0.02,2875
South Africa,Other,Other democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.11136509658217575,0.020696517201312287,8.010699472515173e-08,***,0.11***,2874
South Africa,Other,Other democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.021749670095276175,0.03485287803979624,0.5326497175258469,,0.02,2858
South Africa,Other,Other democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.00953011230566192,0.015767860186276225,0.5456248185766412,,0.01,2873
South Africa,Other,Other democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.06439581635497205,0.02073607816847788,0.0019181635688472218,**,-0.06**,2873
South Africa,Other,Other democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.16151825665898145,0.022655572549517597,1.2714481537198037e-12,***,0.16***,2873
South Africa,Other,Other democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.46999956178562163,0.03546060709095688,5.948921156904733e-39,***,0.47***,2852
